data_filename,num_context_layers,embedding_size,batch_size,mode,gpu,attempts,final_returncode,status,ckpt_path,log_path,best_val_loss,best_val_top10,best_val_top25,best_val_top50,best_test_loss,best_test_top10,best_test_top25,best_test_top50,best_triadic,best_epoch
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,1,128,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=2048.log,6.679,0.443,0.678,0.871,6.993,0.392,0.647,0.852,0.743,5
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,1,64,8192,combined,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=8192.log,7.714,0.442,0.678,0.88,7.813,0.436,0.684,0.884,0.743,19
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,1,256,4096,combined,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=4096.log,7.483,0.442,0.68,0.871,7.619,0.425,0.67,0.865,0.747,14
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,1,64,4096,combined,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=4096.log,7.472,0.442,0.68,0.875,7.607,0.417,0.667,0.867,0.726,11
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,2,256,8192,combined,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=8192.log,7.735,0.441,0.679,0.871,7.819,0.438,0.685,0.882,0.75,15
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,3,128,8192,combined,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=128__bs=8192.log,7.728,0.441,0.678,0.879,7.834,0.435,0.683,0.888,0.736,18
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,4,128,8192,combined,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=128__bs=8192.log,7.716,0.441,0.683,0.877,7.832,0.432,0.686,0.882,0.736,20
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,1,128,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=4096.log,7.473,0.441,0.679,0.873,7.609,0.417,0.666,0.871,0.747,9
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,4,64,8192,combined,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=64__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=64__bs=8192.log,7.707,0.44,0.688,0.877,7.819,0.435,0.69,0.884,0.726,19
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,1,256,2048,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=2048.log,6.698,0.44,0.675,0.87,6.993,0.393,0.642,0.848,0.743,6
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,1,128,8192,combined,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=8192.log,7.741,0.439,0.677,0.874,7.826,0.438,0.689,0.883,0.74,15
gemma3-4b-bc-split-1_embeddings_last_3turns,1,128,8192,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=8192.log,7.708,0.438,0.679,0.875,7.802,0.439,0.687,0.884,0.733,20
gemma3-4b-bc-split-1_embeddings_last_3turns,1,256,8192,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=8192.log,7.733,0.438,0.679,0.876,7.813,0.434,0.687,0.886,0.733,20
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,3,256,8192,combined,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=8192.log,7.734,0.438,0.678,0.873,7.818,0.433,0.688,0.884,0.747,19
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,4,256,8192,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=256__bs=8192.log,7.74,0.436,0.67,0.871,7.835,0.438,0.684,0.88,0.747,20
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,3,64,8192,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=64__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=64__bs=8192.log,7.74,0.436,0.672,0.871,7.863,0.423,0.676,0.875,0.743,20
llama3.1-8b-bc_slash-best_embeddings_last_3turns,2,256,2048,text,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=256__bs=2048.log,6.705,0.436,0.67,0.866,7.009,0.375,0.629,0.844,0.753,5
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,1,256,1024,combined,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=1024.log,6.168,0.434,0.678,0.873,6.536,0.355,0.601,0.825,0.75,3
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,1,256,8192,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=8192.log,7.743,0.433,0.67,0.872,7.837,0.429,0.682,0.879,0.74,19
gemma3-4b-bc-split-1_embeddings_last_3turns,2,64,8192,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=2__emb=64__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=2__emb=64__bs=8192.log,7.742,0.432,0.671,0.875,7.831,0.432,0.685,0.882,0.729,19
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,1,64,4096,text,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=64__bs=4096.log,7.492,0.431,0.659,0.866,7.631,0.395,0.649,0.859,0.75,13
gemma3-4b-bc-split-1_embeddings_last_3turns,2,128,4096,text,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=text__ctx=2__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=text__ctx=2__emb=128__bs=4096.log,7.504,0.431,0.663,0.863,7.651,0.394,0.645,0.86,0.736,17
llama3.1-8b-bc_slash-best_embeddings_last_3turns,2,64,1024,text,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=1024.log,6.184,0.431,0.668,0.867,6.538,0.344,0.591,0.821,0.753,4
llama3.1-8b-bc_slash-best_embeddings_last_3turns,3,256,1024,text,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=256__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=256__bs=1024.log,6.211,0.431,0.673,0.865,6.571,0.343,0.595,0.823,0.757,7
llama3.1-8b-bc_slash-best_embeddings_last_3turns,1,128,4096,text,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=128__bs=4096.log,7.493,0.43,0.664,0.861,7.629,0.41,0.647,0.858,0.747,12
llama3.1-8b-bc_slash-best_embeddings_last_3turns,2,128,4096,text,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=128__bs=4096.log,7.486,0.43,0.667,0.871,7.625,0.405,0.653,0.863,0.74,12
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,2,128,4096,text,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=128__bs=4096.log,7.498,0.43,0.665,0.866,7.636,0.4,0.652,0.862,0.736,10
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,2,256,2048,text,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=256__bs=2048.log,6.727,0.43,0.668,0.866,7.038,0.375,0.622,0.839,0.753,5
llama3.1-8b-bc_slash-best_embeddings_last_3turns,4,64,2048,text,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=4__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=4__emb=64__bs=2048.log,6.751,0.43,0.667,0.865,7.059,0.369,0.621,0.837,0.747,17
gemma3-4b-bc-split-1_embeddings_last_3turns,3,256,2048,text,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=text__ctx=3__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=text__ctx=3__emb=256__bs=2048.log,6.729,0.43,0.662,0.862,7.048,0.364,0.615,0.833,0.74,9
llama3.1-8b-bc_slash-best_embeddings_last_3turns,2,256,8192,text,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=256__bs=8192.log,7.762,0.429,0.669,0.867,7.84,0.431,0.675,0.872,0.76,16
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,1,128,8192,text,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=128__bs=8192.log,7.77,0.429,0.667,0.87,7.866,0.426,0.672,0.875,0.747,19
llama3.1-8b-bc_slash-best_embeddings_last_3turns,2,256,4096,text,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=256__bs=4096.log,7.483,0.429,0.667,0.866,7.618,0.404,0.656,0.861,0.757,8
llama3.1-8b-bc_slash-best_embeddings_last_3turns,4,64,4096,text,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=4__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=4__emb=64__bs=4096.log,7.499,0.429,0.668,0.869,7.642,0.397,0.653,0.86,0.743,19
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,1,128,4096,text,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=128__bs=4096.log,7.494,0.429,0.665,0.867,7.642,0.397,0.646,0.854,0.733,8
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,2,64,4096,text,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=4096.log,7.5,0.429,0.665,0.868,7.638,0.395,0.646,0.859,0.708,14
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,3,64,4096,text,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=64__bs=4096.log,7.507,0.429,0.66,0.865,7.664,0.392,0.642,0.857,0.75,17
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,3,128,2048,text,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=128__bs=2048.log,6.759,0.429,0.657,0.861,7.06,0.366,0.617,0.841,0.747,13
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,2,64,1024,text,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=1024.log,6.206,0.429,0.661,0.868,6.567,0.342,0.588,0.817,0.743,11
llama3.1-8b-bc_slash-best_embeddings_last_3turns,3,256,8192,text,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=256__bs=8192.log,7.759,0.428,0.656,0.863,7.845,0.426,0.674,0.873,0.75,20
llama3.1-8b-bc_slash-best_embeddings_last_3turns,2,64,8192,text,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=8192.log,7.762,0.428,0.665,0.865,7.857,0.424,0.672,0.871,0.736,18
llama3.1-8b-bc_slash-best_embeddings_last_3turns,3,128,4096,text,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=128__bs=4096.log,7.497,0.428,0.672,0.869,7.644,0.404,0.654,0.864,0.747,14
llama3.1-8b-bc_slash-best_embeddings_last_3turns,3,256,4096,text,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=256__bs=4096.log,7.517,0.428,0.66,0.862,7.648,0.404,0.652,0.859,0.743,19
llama3.1-8b-bc_slash-best_embeddings_last_3turns,4,256,4096,text,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=4__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=4__emb=256__bs=4096.log,7.498,0.428,0.666,0.862,7.637,0.402,0.647,0.859,0.736,18
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,1,128,4096,text,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=128__bs=4096.log,7.506,0.428,0.658,0.866,7.647,0.397,0.642,0.856,0.75,11
llama3.1-8b-bc_slash-best_embeddings_last_3turns,1,64,4096,text,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=64__bs=4096.log,7.494,0.428,0.666,0.864,7.643,0.395,0.643,0.859,0.74,10
llama3.1-8b-bc_slash-best_embeddings_last_3turns,3,256,2048,text,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=256__bs=2048.log,6.717,0.428,0.675,0.867,7.009,0.372,0.626,0.842,0.753,7
llama3.1-8b-bc_slash-best_embeddings_last_3turns,2,64,2048,text,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=2048.log,6.73,0.428,0.659,0.862,7.03,0.372,0.623,0.842,0.76,10
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,3,64,2048,text,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=64__bs=2048.log,6.736,0.428,0.663,0.865,7.047,0.367,0.623,0.838,0.747,13
gemma3-4b-bc-split-1_embeddings_last_3turns,1,64,2048,text,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=text__ctx=1__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=text__ctx=1__emb=64__bs=2048.log,6.721,0.428,0.663,0.867,7.042,0.366,0.614,0.837,0.722,8
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,2,64,2048,text,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=2048.log,6.721,0.428,0.665,0.867,7.043,0.364,0.621,0.834,0.74,5
llama3.1-8b-bc_slash-best_embeddings_last_3turns,3,128,1024,text,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=128__bs=1024.log,6.196,0.428,0.664,0.865,6.553,0.343,0.583,0.816,0.747,5
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,1,128,1024,text,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=128__bs=1024.log,6.208,0.428,0.657,0.862,6.551,0.342,0.585,0.815,0.753,4
gemma3-4b-bc-split-1_embeddings_last_3turns,2,64,1024,text,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=1024.log,6.217,0.428,0.663,0.865,6.587,0.335,0.583,0.812,0.729,8
llama3.1-8b-bc_slash-best_embeddings_last_3turns,4,128,8192,text,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=4__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=4__emb=128__bs=8192.log,7.768,0.427,0.663,0.868,7.846,0.426,0.675,0.874,0.74,19
llama3.1-8b-bc_slash-best_embeddings_last_3turns,1,64,8192,text,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=64__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=64__bs=8192.log,7.776,0.427,0.663,0.869,7.878,0.425,0.668,0.866,0.743,19
