dataset,file,label,dim_polarity,dim_surprisal,dim_energy,dim_PCA1,dim_PCA2,dim_PCA3,dim_UMAP1,dim_UMAP2,dim_pitch_length,dim_pitch_range,dim_pitch_mean
Fisher,fisher/fe_03_03644_1_102.wav,really,3.400,3.574,3.531,-0.060,-0.037,-0.456,-6.744,15.275,63,18.630,89.517
Fisher,fisher/fe_03_01678_0_40.wav,really,3.034,3.749,3.298,0.172,-0.039,-0.279,-7.389,14.438,75,2.988,81.270
Fisher,fisher/fe_03_05818_0_455.wav,yep,2.884,2.203,2.770,0.444,0.207,-0.401,6.925,3.904,43,14.501,76.385
Fisher,fisher/fe_03_04615_0_588.wav,sure,3.365,2.250,2.878,0.016,0.273,-0.442,9.811,-6.248,30,0.223,80.276
Fisher,fisher/fe_03_03656_1_199.wav,yeah,3.394,1.983,3.009,0.289,0.171,0.001,8.109,2.601,39,17.094,85.299
Fisher,fisher/fe_03_02017_0_554.wav,mhm,3.385,2.108,3.008,-0.232,0.152,-0.445,-0.872,4.420,77,2.257,78.810
Fisher,fisher/fe_03_05633_0_334.wav,right,2.947,2.403,2.598,-0.246,0.573,-0.453,6.130,10.515,44,12.594,72.780
Fisher,fisher/fe_03_01345_0_307.wav,yep,3.536,2.189,3.021,0.318,0.233,-0.287,7.434,4.121,54,6.005,88.133
Fisher,fisher/fe_03_04198_1_24.wav,oh,3.619,3.808,4.015,0.067,-0.406,-0.477,-3.567,6.807,28,5.891,103.981
Fisher,fisher/fe_03_00218_1_312.wav,mhm,3.133,2.355,3.067,-0.316,-0.079,-0.160,-1.413,3.380,89,11.491,83.761
Fisher,fisher/fe_03_05143_0_369.wav,okay,3.358,2.468,2.983,-0.129,0.145,-0.651,-1.234,-1.574,42,4.980,86.653
Fisher,fisher/fe_03_00140_1_105.wav,exactly,4.094,2.119,3.678,-0.165,0.003,0.626,12.083,14.193,107,1.981,93.824
Fisher,fisher/fe_03_02243_1_526.wav,mm,2.622,3.019,2.697,-0.135,-0.170,-0.319,-2.857,6.365,90,7.240,82.797
Fisher,fisher/fe_03_03388_1_48.wav,sure,3.947,2.857,3.760,-0.177,-0.206,-0.093,10.281,-6.665,33,13.499,97.549
Fisher,fisher/fe_03_03027_1_28.wav,really,3.696,4.330,4.116,-0.153,-0.410,-0.275,-7.316,15.072,86,16.013,94.397
Fisher,fisher/fe_03_03561_1_330.wav,okay,3.219,2.551,2.986,-0.159,-0.284,-0.454,-0.779,-2.082,47,2.214,90.765
Fisher,fisher/fe_03_02066_0_598.wav,mm,2.991,2.990,3.099,-0.155,0.132,-0.455,-1.440,5.735,53,7.356,84.615
Fisher,fisher/fe_03_01235_0_474.wav,exactly,4.318,2.764,4.152,0.022,-0.333,0.412,12.465,14.141,158,13.506,89.839
Fisher,fisher/fe_03_00237_1_159.wav,wow,3.585,3.734,3.647,0.025,-0.407,-0.238,-0.872,14.563,136,15.530,85.857
Fisher,fisher/fe_03_05337_1_336.wav,yep,3.524,2.364,3.332,0.311,-0.053,-0.084,7.654,3.735,39,3.863,93.573
Fisher,fisher/fe_03_04887_0_152.wav,mm,3.059,2.973,3.268,-0.312,-0.166,0.011,-1.884,5.305,126,14.892,87.638
Fisher,fisher/fe_03_05021_0_307.wav,exactly,4.232,2.615,4.053,0.086,0.216,0.160,12.112,12.675,63,10.971,82.145
Fisher,fisher/fe_03_03640_0_440.wav,really,3.134,3.691,3.438,0.077,0.075,-0.493,-7.143,14.276,41,5.168,87.614
Fisher,fisher/fe_03_02955_1_212.wav,mhm,3.157,2.597,3.241,-0.194,-0.070,-0.031,-2.070,3.758,98,2.227,86.123
Fisher,fisher/fe_03_04364_1_534.wav,exactly,3.954,2.353,3.670,-0.221,0.042,0.562,11.939,14.046,94,4.351,87.656
Fisher,fisher/fe_03_02656_1_538.wav,wow,3.591,3.880,3.741,0.033,-0.158,-0.557,-0.909,13.878,74,11.164,77.598
Fisher,fisher/fe_03_00353_0_241.wav,okay,3.103,2.114,2.530,-0.160,0.173,-0.533,-0.690,-1.488,23,0.936,93.044
Fisher,fisher/fe_03_05444_0_438.wav,absolutely,4.049,2.434,3.637,0.124,0.158,0.058,13.836,11.271,90,4.806,78.764
Fisher,fisher/fe_03_01494_1_258.wav,yeah,3.354,2.174,3.100,0.245,0.021,0.220,7.898,2.400,59,7.921,86.862
Fisher,fisher/fe_03_02163_1_55.wav,exactly,3.758,2.110,3.473,0.041,0.254,0.392,11.941,12.899,53,4.525,78.378
Fisher,fisher/fe_03_03656_1_324.wav,yes,3.833,2.336,3.546,0.062,-0.161,0.059,9.023,2.723,33,6.535,92.189
Fisher,fisher/fe_03_03122_1_372.wav,wow,3.214,3.414,3.195,-0.142,-0.041,-0.104,-1.180,14.626,83,1.350,92.733
Fisher,fisher/fe_03_02867_1_258.wav,okay,3.015,1.780,2.485,0.074,0.090,-0.364,-1.360,-1.884,48,9.727,78.502
Fisher,fisher/fe_03_01480_1_319.wav,uh-huh,3.023,2.181,2.933,-0.263,-0.186,0.085,-1.658,3.284,45,2.015,88.438
Fisher,fisher/fe_03_02172_1_33.wav,ah,3.428,3.845,3.915,0.050,-0.585,-0.285,-3.585,5.748,89,24.371,73.637
Fisher,fisher/fe_03_02736_1_211.wav,okay,3.365,3.058,3.491,0.275,-0.672,-0.188,-1.066,-2.536,165,3.474,87.771
Fisher,fisher/fe_03_00160_0_173.wav,wow,3.727,4.068,4.221,0.129,-0.288,-0.356,-3.663,6.861,69,14.669,95.704
Fisher,fisher/fe_03_00360_1_491.wav,really,2.888,3.162,3.052,0.351,0.117,-0.420,-7.134,14.237,47,3.241,80.865
Fisher,fisher/fe_03_01612_1_146.wav,sure,3.984,2.976,3.721,-0.136,-0.210,-0.081,10.327,-6.768,72,8.687,92.517
Fisher,fisher/fe_03_00482_0_409.wav,mm,2.571,2.624,2.572,-0.193,-0.036,0.008,-1.955,5.720,91,1.575,90.249
Fisher,fisher/fe_03_02052_1_64.wav,wow,3.374,3.333,3.245,-0.274,-0.317,-0.050,-0.948,14.631,94,1.315,91.820
Fisher,fisher/fe_03_00358_1_598.wav,absolutely,4.379,3.172,4.299,0.105,-0.382,0.018,13.164,10.998,110,5.233,93.001
Fisher,fisher/fe_03_04427_1_119.wav,right,3.059,2.181,2.648,-0.299,0.405,-0.041,6.125,10.175,56,3.666,82.331
Fisher,fisher/fe_03_05653_0_302.wav,yes,3.619,2.220,3.297,0.006,0.006,-0.263,9.509,3.358,55,6.713,82.574
Fisher,fisher/fe_03_05008_0_430.wav,oh,2.677,3.314,2.937,0.044,-0.166,-0.476,-3.800,7.364,79,2.009,82.572
Fisher,fisher/fe_03_03545_0_69.wav,wow,4.001,4.543,4.414,0.011,-0.686,-0.334,-0.481,14.536,211,23.636,90.810
Fisher,fisher/fe_03_02563_1_161.wav,wow,3.570,3.735,3.645,0.014,-0.291,-0.285,-1.044,14.380,81,1.464,93.867
Fisher,fisher/fe_03_02073_0_429.wav,yes,3.506,2.912,3.633,0.181,-0.443,0.024,9.180,2.451,85,3.436,89.304
Fisher,fisher/fe_03_04763_0_519.wav,mm,2.617,2.437,2.578,-0.198,0.381,-0.335,-1.245,5.381,49,6.127,79.556
Fisher,fisher/fe_03_03251_1_478.wav,uh-huh,3.184,2.595,3.124,-0.060,0.099,-0.306,-1.998,2.461,39,0.888,92.036
Fisher,fisher/fe_03_01216_1_318.wav,wow,3.571,3.740,3.383,-0.169,-0.108,-0.276,-1.040,14.587,70,4.127,74.021
Fisher,fisher/fe_03_02037_0_419.wav,yep,3.184,1.996,2.739,0.233,0.109,0.115,7.818,2.499,48,0.693,87.527
Fisher,fisher/fe_03_00999_1_478.wav,yep,3.267,2.104,2.924,0.452,0.227,-0.242,7.154,3.973,36,0.587,84.994
Fisher,fisher/fe_03_04688_1_164.wav,mm,3.177,3.302,3.295,-0.111,-0.247,-0.104,-2.438,5.682,109,19.739,80.559
Fisher,fisher/fe_03_02774_1_593.wav,uh-huh,3.515,2.876,3.529,-0.330,-0.168,-0.390,-2.202,2.506,47,9.995,92.375
Fisher,fisher/fe_03_05259_1_357.wav,uh-huh,3.039,2.006,2.884,-0.383,-0.040,-0.099,-1.800,3.489,58,1.863,89.097
Fisher,fisher/fe_03_04787_0_136.wav,right,3.231,2.108,2.962,-0.320,0.337,0.232,6.106,10.103,42,15.292,75.701
Fisher,fisher/fe_03_04515_1_305.wav,really,3.084,3.647,3.326,0.131,-0.061,-0.315,-7.278,14.380,56,2.764,86.185
Fisher,fisher/fe_03_05803_0_316.wav,yeah,2.814,1.583,2.323,0.374,0.395,-0.036,6.847,2.942,58,2.715,79.001
Fisher,fisher/fe_03_04254_0_103.wav,wow,3.453,3.815,3.802,0.119,-0.291,-0.274,-0.848,14.364,53,13.483,89.528
Fisher,fisher/fe_03_03823_1_199.wav,mm,2.968,3.281,3.148,-0.112,-0.072,-0.162,-1.754,5.179,96,21.108,83.222
Fisher,fisher/fe_03_03089_1_390.wav,oh,2.807,2.840,2.891,0.033,-0.284,-0.442,-3.860,7.273,34,1.350,92.672
Fisher,fisher/fe_03_03202_1_155.wav,yes,4.096,2.878,3.973,-0.028,-0.460,0.110,9.101,2.673,89,9.688,97.567
Fisher,fisher/fe_03_05113_1_410.wav,absolutely,3.597,2.441,3.399,0.314,0.034,-0.156,13.770,11.364,97,15.241,77.099
Fisher,fisher/fe_03_02392_1_462.wav,right,3.467,2.207,3.098,-0.082,0.361,0.274,6.207,9.803,65,19.434,88.655
Fisher,fisher/fe_03_02153_0_219.wav,uh-huh,3.102,2.640,3.030,-0.377,-0.089,-0.306,-2.002,2.652,69,1.690,90.618
Fisher,fisher/fe_03_05233_0_317.wav,mm,2.576,2.428,2.578,-0.009,0.242,-0.303,-1.225,5.551,63,4.805,84.583
Fisher,fisher/fe_03_04287_0_389.wav,mhm,2.699,2.143,2.699,-0.004,0.130,-0.336,-1.255,4.492,43,0.000,82.073
Fisher,fisher/fe_03_03239_1_209.wav,wow,3.719,3.655,3.789,0.159,-0.422,-0.147,-1.029,14.120,65,1.926,92.763
Fisher,fisher/fe_03_00877_0_167.wav,oh,3.394,3.884,3.670,-0.069,-0.403,-0.456,-3.473,6.902,82,27.975,79.435
Fisher,fisher/fe_03_03172_0_95.wav,okay,3.197,2.359,2.913,-0.133,-0.161,-0.633,-0.744,-1.806,50,16.542,85.762
Fisher,fisher/fe_03_03013_1_441.wav,yeah,2.997,1.890,2.482,0.386,0.436,-0.113,6.774,2.904,42,1.076,79.739
Fisher,fisher/fe_03_04388_1_534.wav,ah,3.129,3.756,3.442,-0.073,-0.656,-0.175,-3.564,5.528,182,15.029,91.434
Fisher,fisher/fe_03_05630_0_393.wav,absolutely,4.188,2.631,3.858,0.048,0.098,0.058,13.717,11.076,61,6.366,81.671
Fisher,fisher/fe_03_04678_0_160.wav,sure,3.455,3.222,3.496,0.066,-0.210,-0.360,9.957,-6.265,79,14.684,91.235
Fisher,fisher/fe_03_00835_1_140.wav,okay,3.072,2.621,2.894,0.162,-0.029,-0.618,-1.356,-2.024,36,4.746,69.421
Fisher,fisher/fe_03_00225_1_186.wav,mhm,3.124,2.451,3.018,-0.506,-0.150,-0.131,-1.155,3.936,104,6.030,89.889
Fisher,fisher/fe_03_01422_1_172.wav,mm,2.540,2.615,2.572,-0.092,0.039,-0.238,-1.810,5.795,105,1.939,78.743
Fisher,fisher/fe_03_02124_1_262.wav,sure,3.466,2.156,3.123,-0.047,0.124,-0.197,10.250,-6.602,25,5.213,90.917
Fisher,fisher/fe_03_01708_0_169.wav,right,3.524,2.264,3.109,-0.312,0.429,0.158,6.414,9.840,81,2.392,85.557
Fisher,fisher/fe_03_03146_0_30.wav,yes,3.432,2.284,3.152,0.196,-0.089,0.055,9.312,2.729,38,5.484,92.350
Fisher,fisher/fe_03_02501_0_465.wav,uh-huh,3.179,2.472,3.014,-0.434,-0.219,-0.061,-1.839,3.051,92,3.425,93.959
Fisher,fisher/fe_03_01531_0_259.wav,wow,3.798,3.941,3.946,-0.041,-0.355,-0.426,-0.970,14.380,58,0.488,92.904
Fisher,fisher/fe_03_02149_0_362.wav,right,3.048,1.963,2.518,-0.150,0.585,0.009,5.956,10.305,65,16.603,86.801
Fisher,fisher/fe_03_05802_1_465.wav,uh-huh,2.792,2.173,2.655,-0.034,0.174,-0.395,-2.755,2.480,66,1.343,83.574
Fisher,fisher/fe_03_04444_1_593.wav,mm,3.154,3.386,3.302,-0.245,-0.224,-0.208,-2.165,5.071,97,26.132,80.003
Fisher,fisher/fe_03_02814_1_396.wav,wow,3.241,3.270,3.186,-0.010,0.000,-0.465,-1.170,14.412,59,1.386,92.933
Fisher,fisher/fe_03_04664_0_349.wav,oh,2.857,2.822,3.044,0.312,-0.108,-0.424,7.376,3.365,55,0.936,92.231
Fisher,fisher/fe_03_03002_1_327.wav,really,3.244,3.874,3.493,-0.059,-0.024,-0.369,-6.966,14.831,83,23.393,81.844
Fisher,fisher/fe_03_04955_1_74.wav,mhm,3.110,2.267,2.871,-0.175,-0.282,0.071,-0.275,4.715,76,4.863,89.517
Fisher,fisher/fe_03_02016_1_90.wav,mm,3.411,3.197,3.697,-0.090,-0.122,-0.015,-1.963,4.888,98,18.366,94.595
Fisher,fisher/fe_03_04254_0_81.wav,really,3.247,3.468,3.449,-0.040,-0.279,0.027,-7.122,15.131,92,1.733,91.543
Fisher,fisher/fe_03_05320_1_12.wav,yeah,3.041,2.299,2.813,0.464,0.129,0.124,6.949,2.906,73,16.472,81.877
Fisher,fisher/fe_03_04146_1_245.wav,okay,3.277,3.033,3.222,-0.193,0.126,-0.784,-1.071,-1.430,50,3.814,86.187
Fisher,fisher/fe_03_04441_1_543.wav,yep,3.069,2.298,2.707,0.340,0.161,0.173,7.909,2.747,47,13.461,88.194
Fisher,fisher/fe_03_05524_1_76.wav,sure,3.153,1.936,2.676,-0.169,0.119,-0.307,10.131,-6.336,49,1.969,82.258
Fisher,fisher/fe_03_04162_0_331.wav,mhm,2.926,2.243,2.905,-0.320,0.261,-0.265,-1.798,3.870,60,4.495,89.991
Fisher,fisher/fe_03_05500_0_111.wav,exactly,3.887,2.213,3.532,0.062,0.291,0.248,12.041,12.741,115,14.245,78.122
Fisher,fisher/fe_03_05016_0_152.wav,sure,3.189,2.097,2.514,0.298,0.334,-0.274,9.889,-5.797,24,1.486,87.773
Fisher,fisher/fe_03_04234_0_438.wav,uh-huh,2.906,2.566,2.805,-0.309,-0.128,-0.057,-2.240,3.001,105,2.928,80.409
Fisher,fisher/fe_03_03035_1_281.wav,really,3.368,3.738,3.587,-0.233,-0.349,-0.108,-7.234,15.154,99,19.356,91.481
Fisher,fisher/fe_03_04474_0_197.wav,sure,3.178,1.894,2.571,-0.176,0.082,0.123,10.522,-6.340,40,1.039,86.566
Fisher,fisher/fe_03_00612_0_323.wav,oh,2.971,3.453,3.196,0.078,-0.577,-0.445,-4.065,6.730,85,16.751,86.824
Fisher,fisher/fe_03_01145_1_117.wav,oh,3.274,3.830,3.541,-0.123,-0.659,-0.349,-4.131,6.773,97,8.619,90.726
Fisher,fisher/fe_03_00344_0_503.wav,mhm,2.870,1.972,2.766,-0.328,0.094,-0.258,-1.151,4.057,53,2.290,90.565
Fisher,fisher/fe_03_00648_1_361.wav,right,3.422,2.353,3.067,-0.344,0.124,0.284,6.465,9.735,77,0.000,93.196
Fisher,fisher/fe_03_01357_1_553.wav,exactly,4.227,2.419,4.074,-0.084,-0.114,0.525,12.378,13.916,104,16.280,87.447
Fisher,fisher/fe_03_00598_1_96.wav,right,4.174,3.249,4.144,-0.376,0.052,0.161,6.191,9.381,60,11.235,96.269
Fisher,fisher/fe_03_04584_0_232.wav,yep,3.293,2.329,3.142,0.339,-0.118,0.179,8.100,3.990,56,8.914,81.575
Fisher,fisher/fe_03_01010_0_290.wav,exactly,4.109,2.391,3.833,-0.062,-0.091,0.462,12.433,13.875,68,2.858,90.722
Fisher,fisher/fe_03_03417_0_293.wav,yes,3.164,1.919,2.733,0.266,0.158,-0.270,9.211,3.262,41,13.386,80.387
Fisher,fisher/fe_03_02517_1_113.wav,yep,3.430,2.126,3.117,0.396,0.138,-0.027,7.761,3.736,30,3.018,90.112
Fisher,fisher/fe_03_00177_0_231.wav,sure,3.404,2.327,3.011,-0.014,0.197,-0.276,9.903,-5.774,44,6.143,83.376
Fisher,fisher/fe_03_01137_1_150.wav,exactly,4.261,2.562,4.060,-0.068,-0.084,0.506,12.138,14.216,65,2.420,89.944
Fisher,fisher/fe_03_02395_1_147.wav,yep,3.502,2.560,3.135,0.414,-0.073,-0.141,7.859,3.607,53,9.688,80.427
Fisher,fisher/fe_03_02712_1_124.wav,yeah,3.530,3.038,3.575,0.093,-0.085,-0.156,8.007,3.045,53,6.487,98.251
Fisher,fisher/fe_03_05356_1_200.wav,yes,3.335,2.164,2.920,0.032,0.078,-0.297,9.515,3.404,58,5.665,80.145
Fisher,fisher/fe_03_03335_0_548.wav,right,3.160,1.930,2.874,-0.118,0.594,-0.070,6.029,10.397,41,5.648,80.201
Fisher,fisher/fe_03_05196_0_314.wav,oh,3.780,3.957,4.103,-0.021,-0.721,-0.292,-3.624,5.579,208,25.338,85.412
Fisher,fisher/fe_03_00218_0_511.wav,really,2.922,3.241,2.894,0.042,-0.014,-0.222,-6.701,15.138,65,1.194,90.285
Fisher,fisher/fe_03_04273_1_234.wav,okay,2.938,2.303,2.620,0.106,0.077,-0.512,-1.190,-1.458,47,3.863,86.125
Fisher,fisher/fe_03_02933_0_505.wav,yeah,3.141,2.290,2.815,0.256,0.217,0.043,7.771,2.661,50,2.892,93.098
Fisher,fisher/fe_03_04234_1_66.wav,sure,4.056,3.143,3.761,-0.177,-0.520,0.129,10.583,-6.799,108,24.818,87.175
Fisher,fisher/fe_03_01487_0_520.wav,yes,3.408,2.030,2.879,0.010,0.068,-0.276,9.493,3.261,45,9.606,79.179
Fisher,fisher/fe_03_01699_1_564.wav,exactly,3.564,1.858,2.909,0.013,0.180,0.435,11.588,13.832,127,11.446,78.628
Fisher,fisher/fe_03_04680_1_199.wav,okay,3.270,2.769,3.209,0.120,-0.573,-0.242,-1.035,-2.526,85,7.725,87.785
Fisher,fisher/fe_03_00998_0_446.wav,yep,3.043,2.071,2.649,0.064,0.125,0.139,8.189,3.001,39,11.112,86.146
Fisher,fisher/fe_03_05279_0_26.wav,okay,3.327,2.591,3.159,0.028,-0.202,-0.409,-1.249,-2.314,91,11.250,78.979
Fisher,fisher/fe_03_02199_0_501.wav,uh-huh,3.187,2.774,3.188,-0.387,-0.334,0.060,-2.126,2.891,84,3.276,86.970
Fisher,fisher/fe_03_03750_1_321.wav,really,3.324,4.062,3.718,-0.135,-0.154,-0.199,-7.087,15.074,81,20.085,85.798
Fisher,fisher/fe_03_01443_0_283.wav,yes,3.686,2.389,3.348,0.149,-0.139,0.032,9.162,2.780,59,7.649,85.782
Fisher,fisher/fe_03_03074_0_56.wav,oh,3.551,4.063,3.997,-0.113,-0.284,-0.767,-3.788,7.097,60,20.009,86.420
Fisher,fisher/fe_03_02593_0_102.wav,wow,3.329,3.055,3.327,0.223,0.095,-0.452,-1.073,13.843,76,11.220,77.370
Fisher,fisher/fe_03_05778_1_168.wav,oh,2.517,2.597,2.402,0.058,-0.016,-0.507,-4.081,7.416,51,3.325,77.095
Fisher,fisher/fe_03_04752_1_363.wav,uh-huh,2.491,2.106,2.401,-0.057,-0.307,-0.026,-2.515,3.395,83,3.545,81.484
Fisher,fisher/fe_03_03614_0_242.wav,really,2.837,2.957,3.070,0.022,-0.238,-0.065,-7.088,15.032,119,1.863,89.342
Fisher,fisher/fe_03_05499_1_243.wav,right,3.287,2.075,2.629,0.033,0.412,-0.013,5.977,10.277,42,18.656,78.421
Fisher,fisher/fe_03_05156_1_305.wav,really,3.157,3.601,3.248,0.051,0.130,-0.462,-7.106,14.451,51,9.487,88.301
Fisher,fisher/fe_03_02282_0_490.wav,mhm,2.514,1.860,2.138,-0.352,-0.068,0.154,-0.641,3.492,73,1.432,84.448
Fisher,fisher/fe_03_05820_0_590.wav,mhm,2.613,1.802,2.258,-0.332,0.013,0.058,-0.401,4.649,88,1.228,81.985
Fisher,fisher/fe_03_01717_0_481.wav,yep,3.594,2.601,3.319,0.124,-0.033,0.242,8.020,3.812,50,13.264,90.471
Fisher,fisher/fe_03_03028_1_334.wav,oh,2.947,3.260,3.199,0.128,-0.292,-0.440,-4.270,7.151,64,18.623,85.698
Fisher,fisher/fe_03_04542_0_595.wav,uh-huh,2.963,2.359,2.921,-0.031,0.134,-0.697,-2.978,2.709,44,3.013,83.599
Fisher,fisher/fe_03_00872_1_138.wav,wow,3.941,4.379,4.194,-0.123,-0.765,-0.165,-0.529,14.578,156,2.101,94.982
Fisher,fisher/fe_03_04925_0_108.wav,sure,3.442,2.718,3.483,-0.047,0.123,-0.365,9.967,-5.971,67,12.845,84.498
Fisher,fisher/fe_03_00041_1_322.wav,oh,3.361,3.658,3.639,-0.115,-0.607,-0.297,-4.273,6.974,83,5.825,94.331
Fisher,fisher/fe_03_03315_0_154.wav,exactly,4.041,3.155,4.150,0.033,-0.482,0.335,12.187,13.845,118,2.942,93.250
Fisher,fisher/fe_03_00083_1_210.wav,yep,3.398,2.258,3.108,0.227,0.212,-0.235,7.099,4.171,52,9.548,83.070
Fisher,fisher/fe_03_00011_0_67.wav,oh,3.823,3.971,3.996,-0.085,-0.188,-0.566,-3.395,6.864,70,22.777,91.989
Fisher,fisher/fe_03_02867_1_266.wav,right,3.316,1.774,2.606,-0.184,0.512,0.285,6.578,10.093,80,4.489,79.689
Fisher,fisher/fe_03_01110_1_104.wav,really,2.954,3.565,3.253,0.121,-0.036,-0.415,-6.909,14.806,54,1.890,85.756
Fisher,fisher/fe_03_01783_1_65.wav,wow,3.690,3.973,3.950,-0.064,-0.141,-0.673,-1.008,14.300,57,8.214,94.087
Fisher,fisher/fe_03_04962_1_493.wav,yes,3.880,2.509,3.695,0.060,-0.113,-0.056,9.217,2.779,46,5.970,92.296
Fisher,fisher/fe_03_01609_0_506.wav,exactly,3.799,2.238,3.485,0.038,-0.039,0.527,12.289,13.812,108,2.039,84.641
Fisher,fisher/fe_03_05169_0_346.wav,wow,2.935,2.865,2.715,0.165,0.216,-0.509,-1.114,13.705,44,8.001,78.534
Fisher,fisher/fe_03_01935_1_308.wav,okay,3.361,2.467,3.060,0.072,-0.098,-0.463,-0.778,-2.325,64,3.156,83.189
Fisher,fisher/fe_03_02648_0_227.wav,yes,3.869,2.397,3.672,0.174,-0.330,0.096,9.120,2.791,40,4.291,93.532
Fisher,fisher/fe_03_05014_1_59.wav,uh-huh,3.010,2.620,2.936,-0.214,-0.135,-0.263,-2.439,2.767,73,11.010,78.432
Fisher,fisher/fe_03_02724_1_573.wav,really,3.417,4.025,3.811,-0.194,-0.303,-0.163,-7.203,15.216,97,16.175,91.423
Fisher,fisher/fe_03_00420_0_233.wav,mhm,2.819,2.095,2.596,-0.304,0.346,-0.365,-1.087,3.931,47,2.164,84.466
Fisher,fisher/fe_03_03570_0_214.wav,right,3.677,3.640,3.874,-0.379,-0.305,0.036,-2.152,5.063,93,27.474,90.336
Fisher,fisher/fe_03_04684_0_26.wav,yes,3.686,2.505,3.644,0.381,-0.161,-0.054,9.031,3.602,72,10.122,83.473
Fisher,fisher/fe_03_00192_1_409.wav,mm,3.422,3.669,3.720,-0.331,-0.105,-0.403,-1.894,5.800,64,14.892,95.776
Fisher,fisher/fe_03_02355_0_463.wav,exactly,4.222,2.896,4.085,0.122,-0.107,0.375,12.250,13.778,110,10.176,87.652
Fisher,fisher/fe_03_05749_0_498.wav,right,2.873,1.901,2.347,-0.189,0.456,0.107,6.308,10.334,44,1.386,83.802
Fisher,fisher/fe_03_05828_1_342.wav,absolutely,3.778,2.352,3.265,0.159,0.171,0.078,13.820,11.256,64,8.663,77.290
Fisher,fisher/fe_03_04411_1_179.wav,oh,2.730,3.120,2.934,0.053,-0.080,-0.549,-4.083,7.442,56,1.650,79.032
Fisher,fisher/fe_03_02888_1_442.wav,mm,2.906,3.337,3.114,-0.289,-0.363,-0.025,-2.372,5.744,93,7.481,90.330
Fisher,fisher/fe_03_03141_0_123.wav,wow,3.804,4.424,4.063,-0.013,-0.457,-0.151,-0.648,14.598,117,23.026,87.488
Fisher,fisher/fe_03_05733_0_553.wav,sure,3.263,2.071,2.813,-0.125,0.307,-0.155,10.076,-6.330,30,4.751,83.532
Fisher,fisher/fe_03_03443_0_573.wav,okay,3.253,2.934,3.286,0.049,-0.385,-0.572,-1.057,-2.493,40,3.750,87.464
Fisher,fisher/fe_03_04245_1_118.wav,yes,2.944,1.762,2.696,0.110,-0.159,0.348,8.938,2.375,80,3.000,90.312
Fisher,fisher/fe_03_02682_1_50.wav,definitely,3.889,2.578,3.637,0.098,-0.116,0.064,13.154,11.336,104,3.474,88.352
Fisher,fisher/fe_03_01346_0_458.wav,really,3.325,3.332,3.218,-0.100,-0.091,-0.182,-6.782,15.194,76,18.863,85.858
Fisher,fisher/fe_03_04951_1_186.wav,ah,2.656,2.843,2.940,0.352,0.030,-0.686,-3.244,2.656,49,7.763,79.178
Fisher,fisher/fe_03_00119_0_502.wav,absolutely,3.952,2.370,3.406,-0.077,0.010,0.265,13.470,11.046,102,3.506,87.292
Fisher,fisher/fe_03_03723_1_504.wav,wow,3.079,3.399,3.122,0.181,0.093,-0.541,-1.076,13.871,59,2.569,79.213
Fisher,fisher/fe_03_01850_1_101.wav,ah,3.227,3.346,3.425,-0.019,-0.496,-0.252,-3.583,5.441,135,12.653,80.146
Fisher,fisher/fe_03_00122_1_440.wav,yes,3.424,2.215,3.053,0.137,-0.231,0.056,8.791,2.513,38,1.424,93.307
Fisher,fisher/fe_03_04114_0_503.wav,right,3.775,2.354,3.529,-0.329,0.267,0.347,6.188,9.430,54,10.494,95.906
Fisher,fisher/fe_03_02808_0_139.wav,exactly,4.035,3.492,3.982,0.009,-0.481,0.045,12.482,14.083,170,21.869,88.202
Fisher,fisher/fe_03_03348_0_119.wav,mhm,3.206,2.300,3.075,-0.500,-0.252,0.190,-1.176,4.522,155,3.758,92.944
Fisher,fisher/fe_03_02729_1_154.wav,really,3.151,3.619,3.163,-0.120,-0.071,-0.198,-6.998,15.102,85,17.398,85.470
Fisher,fisher/fe_03_02939_1_112.wav,oh,2.989,3.376,3.320,-0.058,-0.552,-0.409,-4.254,6.965,58,2.469,89.361
Fisher,fisher/fe_03_03845_1_224.wav,definitely,3.816,2.368,3.502,0.086,-0.037,0.191,13.114,11.288,66,1.168,89.746
Fisher,fisher/fe_03_00095_1_189.wav,yeah,3.281,1.922,2.834,0.087,-0.020,0.281,7.534,2.151,80,4.216,93.258
Fisher,fisher/fe_03_01343_1_262.wav,uh-huh,3.090,2.500,3.106,-0.240,-0.042,-0.189,-2.582,2.567,66,2.312,89.801
Fisher,fisher/fe_03_05182_0_284.wav,yep,3.465,2.331,3.161,0.351,0.180,-0.365,7.497,4.129,35,3.361,80.862
Fisher,fisher/fe_03_04491_1_270.wav,wow,2.899,2.743,2.719,0.136,0.304,-0.649,-1.219,13.586,43,1.755,79.849
Fisher,fisher/fe_03_00282_1_502.wav,uh-huh,3.055,2.404,2.848,-0.478,0.082,-0.104,-1.674,3.543,72,4.066,93.240
Fisher,fisher/fe_03_03132_0_104.wav,cool,3.361,3.619,3.263,-0.117,-0.451,-0.489,-3.022,6.750,123,7.427,83.316
Fisher,fisher/fe_03_01366_0_562.wav,sure,3.015,1.646,2.402,0.151,0.127,-0.135,10.056,-5.645,29,2.080,88.118
Fisher,fisher/fe_03_05390_0_134.wav,okay,2.872,1.945,2.646,0.331,0.222,-0.568,-1.373,-1.602,71,1.575,82.867
